title,timestamp_first,def_first,timestamp_end,def_end
Eassie,2007-11-18T21:13:55Z,"<y> -11-18T21:13:55Z </y> <t> Eassie </t> is a village located along the A84 road in Angus, Scotland.",2020-03-22T21:15:42Z,"<y> -05-18T06:45:25Z </y> <t> Eassie </t> is a village located along the A94 road in Angus, Scotland."
Eassie Stone,2007-11-14T11:31:51Z,"<y> -11-14T11:31:51Z </y> The <t> Eassie Stone </t> is a carved Pictish stone at the village of Eassie, Angus, Scotland.",2021-09-01T15:50:27Z,"<y> -07-24T13:38:51Z </y> The <t> Eassie Stone </t> is a Class II Pictish stone of about the mid 8th century AD in the village of Eassie, Angus, Scotland."
East Broadway Run Down,2007-11-25T06:42:17Z,"<y> -11-25T06:42:17Z </y> <t> East Broadway Run Down </t> is a  album by legendary jazz saxophonist Sonny Rollins, his last album before industry pressures led him to take a six year hiatus.",2019-12-19T07:17:13Z,"<y> -09-03T05:21:55Z </y> <t> East Broadway Run Down </t> is a  album by jazz saxophonist Sonny Rollins, his last album before industry pressures led him to take a six-year hiatus."
East Central Technical College,2007-11-24T09:35:00Z,<y> -11-24T09:35:00Z </y> <t> East Central Technical College </t>'s primary location is in Ben Hill County (Fitzgerald GA).,2020-05-30T18:08:23Z,"<y> -11-13T10:54:19Z </y>  In the fall of , Ben Hill-Irwin Institute began a computer electronics program."
East Island Lighthouse (Western Australia),2007-11-11T23:28:08Z,"<y> -11-11T23:28:08Z </y> East Island Lighthouse is a lighthouse located at 16º54'S 122º11'E, on East Island in the Lacepede Islands off the north west coast of Western Australia.",2022-03-07T20:22:20Z,<y> -01-18T16:52:38Z </y> East Island Lighthouse is a lighthouse on East Island in the Lacepede Islands off the north west coast of Western Australia.
East Lancashire Lions,2007-12-22T18:04:09Z,<y> -12-22T18:04:09Z </y> <t> East Lancashire Lions </t> are a rugby league club from Darwen in Lancashire.,2018-01-18T11:40:17Z,<y> -11-09T19:23:55Z </y> <t> East Lancashire Lions </t> is a rugby league club from Darwen in Lancashire.
East Lynne Theater Company,2007-11-12T05:51:02Z,<y> -11-12T05:51:02Z </y> The nonprofit Equity professional <t> East Lynne Theater Company </t> was founded in  by Warren Kliewer.,2021-09-27T15:17:28Z,"<y> -05-25T01:37:41Z </y> The <t> East Lynne Theater Company </t>, based in Cape May, New Jersey, is a non-profit, professional theater company founded in  by Warren Kliewer."
East Malling Stream,2007-12-26T17:31:52Z,"<y> -12-26T17:31:52Z </y> The <t> East Malling Stream </t>, known locally as ""The Stream"", rises at Well Street, East Malling, and flows in a generally easterly direction to join the River Medway at Mill Hall, Aylesford.",2021-11-04T16:32:40Z,<y> -04-16T18:03:42Z </y>  TQ 709 582 51°17′50″N 0°27′08″E﻿ / ﻿51.
"East Side, Buffalo",2007-12-24T03:51:27Z,"<y> -12-24T03:51:27Z </y> The East Side was the Polish district of Buffalo, New York and now is predominately African American.",2021-01-19T01:23:19Z,"<y> -09-04T19:02:59Z </y> This is the current revision of this page, as edited by :::4f2:1cf:::3c7 (talk) at 19:02, 4 September ."
Eastern Ganga dynasty,2007-12-12T12:14:01Z,<y> -12-12T12:14:01Z </y> The Eastern Ganga Dynasty ruled most parts of southeast India during the  century.,2021-11-22T07:17:11Z,"<y> -12-31T04:41:41Z </y> The <t> Eastern Ganga dynasty </t> also known as Purba Gangas, Rudhi Gangas or Prachya Gangas were a large medieval era Indian royal dynasty that reigned from Kalinga from as early as the 5th century to the mid  century."
Eastfield TMD,2007-11-01T21:14:41Z,"<y> -11-01T21:14:41Z </y> <t> Eastfield TMD </t> was a railway Traction Maintenance Depot situated in Glasgow, Scotland.",2022-03-26T22:24:38Z,"<y> -02-26T04:26:04Z </y> <t> Eastfield TMD </t> was a railway traction maintenance depot situated in Glasgow, Scotland."
Eastgate Metroplex,2007-11-27T21:16:04Z,"<y> -11-27T21:16:04Z </y> <t> Eastgate Metroplex </t> (formerly Eastland Mall) is a shopping mall in Tulsa, Oklahoma.",2022-07-22T17:50:49Z,"<y> -01-17T17:45:10Z </y> <t> Eastgate Metroplex </t> is an indoor mixed-use professional/retail complex in Tulsa, Oklahoma."
"Eaton, Norfolk",2007-10-29T20:51:18Z,"<y> -10-29T20:51:18Z </y> Eaton is nowadays a suburb of the city of Norwich, the county town of Norfolk in the East of England.",2022-11-30T05:34:12Z,"<y> -02-05T20:18:01Z </y> Eaton is a suburb of the city of Norwich, in the Norwich district, in the county town of Norfolk, England."
Ebenezer Mission,2007-11-06T01:14:13Z,"<y> -11-06T01:14:13Z </y> Eebenezer Mission station was established near Lake Hindmarsh, Victoria, Australia (near Jeparit) in  by the Moravian Church.",2020-07-19T02:24:02Z,"<y> -12-28T10:48:06Z </y> <t> Ebenezer Mission </t>, also known as Wimmera mission, Hindmarsh mission and Dimboola mission, was a mission station for Aboriginal people established near Lake Hindmarsh in Victoria, Australia (near Jeparit) in  by the Moravian Church on the land of the Wotjobaluk."
Eberle Schultz,2007-11-25T00:23:08Z,<y> -11-25T00:23:08Z </y> {{NFL.,2019-02-16T13:57:04Z,"<y> -01-01T20:34:44Z </y> Eberle Hynson ""Elbie"" Schultz (December 23,  – May 20, ) was an American football player in the National Football League from  to ."
Ebisu Circuit,2007-12-23T00:18:21Z,"<y> -12-23T00:18:21Z </y> <t> Ebisu Circuit </t> <t> Ebisu Circuit </t> is an established race complex in Fukushima Prefecture, Japan, with several courses.",2021-11-30T18:46:47Z,"<y> -11-28T22:13:32Z </y> <t> Ebisu Circuit </t> (エビスサーキット) is a motorsport racing complex located in Nihonmatsu, Fukushima Prefecture, Japan."
Ebony Alleyne,2007-12-16T21:09:56Z,<y> -12-16T21:09:56Z </y> <t> Ebony Alleyne </t> is a British R&B soul singer.,2021-05-23T13:13:25Z,"<y> -04-19T06:27:22Z </y>  ""Walk Away and Never Look Back"" sneak-previewed at a Togetherness soul weekend in  and created further interest - three 7"" vinyl singles were pressed in a limited edition on the old soul label Okeh Records."
Ecoenergy,2007-12-29T22:14:21Z,"<y> -12-29T22:14:21Z </y> Natural Resources Canada's (NRCan's) ecoENERGY Retrofit program provides financial support to homeowners, small and medium-sized businesses, public institutions and industrial facilities to help them implement energy saving projects that reduce energy-related greenhouse gases (GHGs) and air pollution, thereby contributing to a cleaner environment for all Canadians.",2017-05-24T06:46:26Z,"<y> -07-05T13:08:53Z </y> Natural Resources Canada's (NRCan's) ecoENERGY retrofit program provides financial support to homeowners, small and medium-sized businesses, public institutions and industrial facilities to help them implement energy saving projects that reduce energy-related greenhouse gases (GHGs) and air pollution."
Ecological literacy,2007-12-28T19:10:29Z,<y> -12-28T19:10:29Z </y> ?,2021-04-11T06:36:42Z,<y> -10-17T01:33:14Z </y> <t> Ecological literacy </t> (also referred to as ecoliteracy) is the ability to understand the natural systems that make life on earth possible.
Economists' statement opposing the Bush tax cuts,2007-11-26T03:11:29Z,"<y> -11-26T03:11:29Z </y> The <t> Economists' statement opposing the Bush tax cuts </t> was a statement signed by roughly 450 of economists, including ten Nobel Prize Laureates, in February of  who urged the U. S. President George W. Bush not to enact the  tax cuts and sought to gather public support for the position.",2019-10-03T02:15:50Z,"<y> -05-18T03:31:41Z </y> The <t> Economists' statement opposing the Bush tax cuts </t> was a statement signed by roughly 450 economists, including ten of the twenty-four American Nobel Prize laureates alive at the time, in February  who urged the U. S. President George W. Bush not to enact the  tax cuts; seeking and sought to gather public support for the position."
Ecoregions of Zambia,2007-11-23T18:02:45Z,"<y> -11-23T18:02:45Z </y> The biomes and ecoregions in the ecology of Zambia are described, listed and mapped here, following the World Wildlife Fund's Global 200 classification scheme for terrestrial ecoregions, and the WWF freshwater bioregion classification for rivers, lakes and wetlands.",2020-09-14T15:56:10Z,"<y> -10-11T13:18:18Z </y> The biomes and ecoregions in the ecology of Zambia are described, listed and mapped here, following the World Wildlife Fund's classification scheme for terrestrial ecoregions, and the WWF freshwater ecoregion classification for rivers, lakes and wetlands."
Ecthyma gangrenosum,2007-11-13T19:31:05Z,<y> -11-13T19:31:05Z </y> <t> Ecthyma gangrenosum </t> is an infection of the skin typically caused by Pseudomonas aeruginosa that is a round or oval 1- to 15-cm lesion with a halo of erythema and usually with a necrotic center representing where the organism has invaded blood vessels and produced hemorrhagic infarctions.,2020-12-14T00:16:03Z,<y> -12-14T05:00:29Z </y> <t> Ecthyma gangrenosum </t> is a type of skin lesion characterized by vesicles or blisters which rapidly evolve into pustules and necrotic ulcers with undermined tender erythematous border.
Ectomesenchymoma,2007-11-28T13:52:08Z,"<y> -11-28T13:52:08Z </y> <t> Ectomesenchymoma </t> is a rare, fast-growing tumor of the nervous system or soft tissue that occurs in children and young adults.",2021-11-16T13:21:21Z,<y> -08-23T21:07:55Z </y>  1.
Ed Banach,2007-12-22T00:54:24Z,<y> -12-22T00:54:24Z </y> <t> Ed Banach </t> is an athlete who wrestled for the University of Iowa.,2021-09-27T03:49:48Z,<y> -09-18T04:12:07Z </y>  He was named the  Big Ten Athlete of the Year.
Ed Kelly,2007-12-28T14:52:22Z,"<y> -12-28T14:52:22Z </y> Edmund “Ed” or “Eddie” Kelly (born October 24,  in Dublin, Ireland) is a former U. S. -Irish soccer player.",2021-04-21T05:35:17Z,"<y> -12-22T04:39:36Z </y> Edmond Kelly, also known as ""Ed"" or ""Eddie"" and nicknamed the Silver Fox (born October 24,  in Dublin, Ireland), is an Irish-American former soccer player."
Eda Nolan,2007-12-21T15:22:10Z,<y> -12-21T15:22:10Z </y> <t> Eda Nolan </t> (born Eda Kristy Cabilan) is a Filipina Actress.,2019-11-30T04:25:56Z,"<y> -10-02T17:32:27Z </y> Eda Kristy Cabilan (born December 14, ), known professionally as <t> Eda Nolan </t>, is a Filipina actress, best known for her role as Junniper, the shy, 'promdi' girl, in ABS-CBN's sitcoms, Let's Go and Gokada Go."
Eddie Adcock,2007-11-30T09:56:11Z,"<y> -11-30T09:56:11Z </y> <t> Eddie Adcock </t> was born and raised in Scottsville, Virginia on June 21 .",2021-12-14T12:53:11Z,"<y> -12-13T05:21:25Z </y> <t> Eddie Adcock </t> (born June 21, ) is an American banjoist and guitarist."
Eddie Edwards (tennis),2007-11-08T23:26:33Z,<y> -11-08T23:26:33Z </y> Eddie Edwards (born 3 July  in Johannesburg) is a retired professional tour tennis player.,2022-04-02T00:44:37Z,<y> -01-14T17:59:41Z </y> Eddie Edwards (born 3 July ) is a retired professional tour tennis player.
Eddie Henderson (musician),2007-12-31T05:59:18Z,<y> -12-31T05:59:18Z </y> Eddie Henderson is a jazz trumpet and flugelhorn player born in New York on 26 October .,2021-12-16T00:21:13Z,"<y> -11-12T08:28:05Z </y> Eddie Henderson (born October 26, ) is an American jazz trumpet and flugelhorn player."
Eddie Malone (baseball),2007-11-15T17:02:59Z,"<y> -11-15T17:02:59Z </y> Edward Russell Malone (born June 16,  in Chicago, Illinois; died June 1,  in Laguna Hills, California) was a catcher in Major League Baseball.",2019-04-28T18:17:40Z,"<y> -06-01T13:08:04Z </y> Edward Russell Malone (June 16,  – June 1, ) was an American professional baseball player."
Eddie My Love,2007-11-22T11:40:38Z,<y> -11-22T11:40:38Z </y> <t> Eddie My Love </t> is a  doo wop song which was written by Aaron Collins.,2020-12-09T01:15:11Z,<y> -05-11T06:42:17Z </y>  Maxwell Davis played sax on the Teen Queens record.
Eddington (spacecraft),2007-12-29T20:28:55Z,<y> -12-29T20:28:55Z </y> The Eddington mission was a European Space Agency project that would have searched for Earth-like planets by .,2020-12-03T18:26:02Z,"<y> -12-20T18:01:09Z </y> The Eddington mission was a European Space Agency (ESA) project that planned to search for Earth-like planets, but was cancelled in ."
Eddy Bouwmans,2007-11-23T22:01:31Z,"<y> -11-23T22:01:31Z </y> <t> Eddy Bouwmans </t> (born January 30,  in Aarle-Rixtel) is a Dutch former road bicycle racer.",2021-01-04T05:11:54Z,<y> -10-25T06:45:49Z </y> <t> Eddy Bouwmans </t> (born 30 January ) is a Dutch former road bicycle racer.
Edeleanu process,2007-12-23T00:14:23Z,"<y> -12-23T00:14:23Z </y> The <t> Edeleanu process </t> is a type of extraction process in the petroleum refining industry, whereby liquid sulphurdioxide is used to extract aromatics from kerosene pool, Liquid SO2 selectively dissolves the aromatics leaving behind the low aromatic content kerosene as the finished product.",2019-07-11T10:02:34Z,"<y> -11-26T00:21:57Z </y> The <t> Edeleanu process </t> is a type of extraction process in the petroleum refining industry, whereby liquid sulfur dioxide is used to extract aromatics from kerosene pool, liquid SO2 selectively dissolves the aromatics leaving behind the low aromatic content kerosene as the finished product."
Edgar J DaSilva,2007-12-24T03:32:22Z,"<y> -12-24T03:32:22Z </y> Edgar J. DaSilva, 66, is an Indian microbiologist whose passion for the practical application of his subject has driven him to champion biotechnology in developing countries around the world.",2021-12-20T01:22:26Z,<y> -01-05T06:30:19Z </y>  Through these two programmes he made a considerable contribution to the development of biotechnology research and training worldwide.
Edith of Polesworth,2007-11-07T09:57:06Z,"<y> -11-07T09:57:06Z </y> Saint Editha was an early English abbess, who lived in the  Century.",2020-12-24T01:28:28Z,<y> -09-21T01:18:31Z </y> Saint <t> Edith of Polesworth </t> (also known as Editha or Eadgyth; d. ?c.
Edmond Gibney,2007-12-03T20:20:08Z,"<y> -12-03T20:20:08Z </y> <t> Edmond Gibney </t>, originally from Kells, Co. Meath, Ireland (born 18 July ), is an Irish Olympic Three Day Eventing rider who represented Ireland in the  Summer Olympics in Athens.",2019-10-03T01:28:06Z,"<y> -10-16T15:17:43Z </y> <t> Edmond Gibney </t>, originally from Kilskyre, Kells, County Meath, Ireland (born 18 July ), is an Irish Olympic Three Day Eventing rider who represented Ireland in the  Summer Olympics in Athens."
Edmondson (surname),2007-12-14T23:47:10Z,"<y> -12-14T23:47:10Z </y> Edmondson is a patronymic surname meaning ""son of Edmond"".",2019-10-28T20:57:44Z,"<y> -11-30T18:38:21Z </y> Edmondson is a patronymic surname meaning ""son of Edmond""."
Edmund Buchner,2007-11-12T11:00:05Z,"<y> -11-12T11:00:05Z </y> <t> Edmund Buchner </t> (October 22, , Ittling near Straubing) is a German ancient historian and former President of the German Archaeological Institute (Deutschen Archäologischen Instituts, or DAI).",2020-06-02T23:15:08Z,"<y> -10-31T22:22:13Z </y>  He graduated in  from the University of Erlangen, with a thesis on the Panegyrikos of Isocrates and then became assistant to the newly appointed to Erlangen Helmut Berve."
Edmund Rose,2007-11-27T18:48:20Z,"<y> -11-27T18:48:20Z </y> <t> Edmund Rose </t> (October 10,  - May 31, ) was a German surgeon who was a native of Berlin.",2021-06-06T11:21:02Z,"<y> -08-27T17:08:27Z </y> <t> Edmund Rose </t> (October 10,  – May 31, ) was a German surgeon who was a native of Berlin."
Edna Valley AVA,2007-12-02T20:21:55Z,"<y> -12-02T20:21:55Z </y> The Edna Valley is a valley south of San Luis Obispo, California and north of Arroyo Grande, California in the southern corner of San Luis Obispo County, California.",2019-09-18T22:28:29Z,"<y> -12-02T13:19:33Z </y> The <t> Edna Valley AVA </t> is an American Viticultural Area located in and around Edna, California, south of the city of San Luis Obispo and north of the town of Arroyo Grande."
Eduardo Braun-Menéndez,2007-11-13T12:27:23Z,"<y> -11-13T12:27:23Z </y> <t> Eduardo Braun-Menéndez </t> (b. January 16, ; d. January ) was a noted Chilean-Argentine physiologist.",2020-07-21T15:06:38Z,"<y> -03-20T07:36:04Z </y> <t> Eduardo Braun-Menéndez </t> (January 16,  – January 16, ) was a noted Argentine physiologist."
Eduardo Mendonça,2007-12-15T22:42:59Z,"<y> -12-15T22:42:59Z </y> <t> Eduardo Mendonça </t> (born August 21  in Salvador, Bahia, Brazil) is a musician, singer, composer, and director of Show Brazil!Brazilian singer/composer/guitarist/percussionist <t> Eduardo Mendonça </t> was born on August 21, , in Salvador, Bahia, Brazil.",2021-10-21T20:44:03Z,"<y> -11-10T22:21:25Z </y> <t> Eduardo Mendonça </t> (born August 21,  in Salvador, Bahia, Brazil) is a guitarist, percussionist, singer, composer, and director of ""Show Brazil!""."
