title,timestamp_first,timestamp_end,def_first,def_end,label
Hernán Crespo,2021-10-03T21:33:48Z,2021-10-21T08:33:30Z,Hernán Jorge Crespo (Spanish pronunciation: ; born 5 July 1975) is an Argentine professional football coach and former player.,Hernán Jorge Crespo (Spanish pronunciation: ; born 5 July 1975) is an Argentine professional football coach and former player.,0
Happy Science,2021-10-07T07:01:41Z,2021-10-26T17:20:11Z,"Happy Science (幸福の科学, Kōfuku-no-Kagaku), formerly known as The Institute for Research in Human Happiness, is a controversial new religious and spiritual movement, founded in Japan on 6 October 1986 by Ryuho Okawa, which has been characterized as a cult.","Happy Science (幸福の科学, Kōfuku-no-Kagaku), formerly known as The Institute for Research in Human Happiness, is a controversial new religious and spiritual movement, founded in Japan on 6 October 1986 by Ryuho Okawa, which has been characterized as a cult. T",0
John Keiller MacKay,2021-10-18T16:30:44Z,2021-10-19T02:07:26Z,"John Keiller MacKay was a Canadian soldier, lawyer and jurist who served as the 19th lieutenant governor of Ontario from 1957 to 1963.","John Keiller MacKay was a Canadian soldier, lawyer and jurist who served as the 19th lieutenant governor of Ontario from 1957 to 1963.",0
Lee Byung-hun,2021-10-05T17:31:29Z,2021-11-01T15:48:57Z,"Lee Byung-hun (born August 13, 1970) is a South Korean actor and singer.",Lee Byung-hun is a South Korean actor and singer who has received critical acclaim for his work in a wide range of genres.,1
Dmytro Razumkov,2021-10-07T09:59:10Z,2021-10-19T15:24:41Z,Dmytro Oleksandrovych Razumkov is a Ukrainian politician serving as Chairman of the Verkhovna Rada since 29 August 2019.,Dmytro Oleksandrovych Razumkov is a Ukrainian politician and former Chairman of the Verkhovna Rada.,1
Eos,2021-10-03T09:28:20Z,2021-10-27T16:21:49Z,Eos is a Titaness and the goddess of the dawn in Greek mythology.,Eos is a Titaness and the goddess of the dawn in Greek mythology.,0
Depositphotos,2021-10-11T07:22:04Z,2021-10-28T11:29:41Z,"Depositphotos is a royalty-free content marketplace with headquarters in New York, USA.","Depositphotos is a royalty-free content marketplace with headquarters in New York, USA.",0
Sabina Mazo,2021-10-03T13:49:53Z,2021-10-20T01:01:04Z,Sabina Mazo Isaza is a Colombian mixed martial artist who currently competes in the flyweight division of the Ultimate Fighting Championship (UFC).,Sabina Mazo Isaza is a Colombian mixed martial artist who currently competes in the flyweight division of the Ultimate Fighting Championship (UFC).,0
Dan Green (voice actor),2021-10-01T00:30:51Z,2021-10-25T20:24:27Z,"James Hadley Snyder (born February 16, 1970), better known as Dan Green, is an American voice actor, voice director, and screenwriter.","James Hadley Snyder (born February 16, 1970), better known as Dan Green, is an American voice actor, voice director, and screenwriter.",0
Ryan Crouser,2021-10-11T23:33:58Z,2021-10-16T10:03:05Z,"Ryan Crouser (born December 18, 1992) is an American shot putter and discus thrower and is a two time Olympic gold medalist and Olympic record holder.","Ryan Crouser is an American shot putter and discus thrower who is a two time Olympic gold medalist and Olympic record holder and the current world record holder in the shot put, both indoor and outdoor.",1
Sol Bamba,2021-10-11T21:23:22Z,2021-10-21T19:27:16Z,Souleymane Bamba is a professional footballer who plays for EFL Championship club Middlesbrough and the Ivorian national team as a centre-back.,Souleymane Bamba is a professional footballer who plays for EFL Championship club Middlesbrough and the Ivorian national team as a centre-back.,0
Vishnu Purana,2021-10-10T03:29:27Z,2021-11-01T18:33:02Z,"The Vishnu Purana is one of the eighteen Mahapuranas, a genre of ancient and medieval texts of Hinduism.","The Vishnu Purana (Visnu-purana, विष्णुपुराण) is one of the eighteen Mahapuranas, a genre of ancient and medieval texts of Hinduism.",0
Kichisaburō Nomura,2021-10-04T16:24:35Z,2021-10-21T03:08:28Z,"Kichisaburō Nomura (野村 吉三郎, Nomura Kichisaburō, December 16, 1877 – May 8, 1964) was an admiral in the Imperial Japanese Navy and was the ambassador to the United States at the time of the attack on Pearl Harbor.",Nomura was an admiral in the Imperial Japanese Navy and was the ambassador to the United States at the time of the attack on Pearl Harbor.,0
Divock Origi,2021-10-03T13:39:54Z,2021-10-31T10:19:46Z,Origi is a Belgian professional footballer who plays as a forward for Premier League club Liverpool and the Belgium national team.,Divock Okoth Origi (born 18 April 1995) is a Belgian professional footballer who plays as a forward for Premier League club Liverpool and the Belgium national team.,0
Ian Wright,2021-10-06T19:21:48Z,2021-10-28T18:14:23Z,"Ian Edward Wright, MBE (born 3 November 1963) is an English former professional footballer, and television and radio personality.","Ian Edward Wright, MBE (born 3 November 1963) is an English former professional footballer, and television and radio personality.",0
Dutch Empire,2021-10-02T16:00:47Z,2021-10-23T10:03:45Z,The Dutch colonial empire comprised the overseas territories and trading posts controlled and administered by Dutch chartered companies.,The Dutch colonial empire comprised the overseas territories and trading posts controlled and administered by Dutch chartered companies.,0
Yoko Ono,2021-10-01T02:43:15Z,2021-10-31T22:10:05Z,"Yoko Ono is a Japanese multimedia artist, singer, songwriter and peace activist.","Ono is a Japanese multimedia artist, singer, songwriter and peace activist.",0
Kathryn McGrath,2021-10-14T08:43:00Z,2021-10-16T13:45:25Z,Kathryn McGrath is a New Zealand scientist.,Kathryn McGrath is a New Zealand chemical scientist.,0
The Wizard of New Zealand,2021-10-08T23:08:58Z,2021-10-27T05:49:36Z,"The Wizard of New Zealand QSM is an educator, comedian, magician and politician born in London, England on 4 December 1932.","The Wizard of New Zealand QSM is a New Zealand educator, comedian, illusionist and politician.",0
Buddy Rich,2021-10-07T14:09:35Z,2021-10-30T23:11:25Z,"Bernard ""Buddy"" Rich was an American jazz drummer and bandleader considered one of the most influential drummers of all time.","Bernard ""Buddy"" Rich was an American jazz drummer and bandleader, considered one of the most influential drummers of all time.",0
AaB Fodbold,2021-10-14T13:03:36Z,2021-10-30T12:45:26Z,"AaB, (full name: Aalborg Boldspilklub, pronounced ) internationally referred to as Aalborg BK is a professional football team located in Aalborg.","AaB, (full name: Aalborg Boldspilklub, pronounced ) internationally referred to as Aalborg BK is a professional football team located in Aalborg.",0
Editorial Haynes,2021-10-10T11:47:31Z,2021-10-16T09:02:29Z,Editorial Haynes was an Argentine publishing company founded by Alberto M. Haynes in 1904.,Editorial Haynes was an Argentine publishing company founded by Alberto M. Haynes in 1904.,0
Instagram,2021-10-04T16:05:19Z,2021-11-01T16:39:31Z,Instagram is an American photo and video sharing social networking service created by Kevin Systrom and Mike Krieger.,Instagram is an American photo and video sharing social networking service founded by Kevin Systrom and Mike Krieger.,0
Frank Herbert,2021-10-03T04:18:25Z,2021-10-31T22:28:24Z,Frank Herbert was an American science fiction author best known for the 1965 novel Dune and its five sequels.,Franklin Patrick Herbert Jr. was an American science fiction author best known for the 1965 novel Dune and its six sequels.,0
Gene Keady,2021-10-02T02:06:04Z,2021-10-02T02:06:24Z,Keady is an American basketball coaching legend who was an award winning head men's basketball coach at Purdue University for 25 years from 1980 to 2005.,"Lloyd Eugene Keady (born May 21, 1936) is an American basketball coach.",0
Assassin's Creed,2021-10-06T08:13:12Z,2021-10-24T11:33:45Z,"The Assassin's Creed series depicts a fictional millennia-old struggle between the Assassins, who fight for peace with free will, and the Templars, who desire peace through order and control.","The Assassin's Creed series depicts a fictional millennia-old struggle between the Assassins, who fight for peace with free will, and the Templars, who desire peace through order and control.",0
Ace Frehley,2021-10-03T23:55:41Z,2021-10-12T04:18:32Z,Frehley is an American musician and songwriter best known as the original lead guitarist and co-founding member of the rock band Kiss.,Frehley is an American musician and songwriter best known as the original lead guitarist and co-founding member of the rock band Kiss.,0
Indonesian language,2021-10-09T01:56:49Z,2021-10-25T08:38:29Z,"Indonesian is the official language of Indonesia and is a standardized variety of Malay, an Austronesian language used as a lingua franca in the multilingual Indonesian archipelago.","Indonesian (bahasa Indonesia, ) is the official language of Indonesia.",0
Kullback–Leibler divergence,2021-10-21T06:47:42Z,2021-10-22T18:33:33Z,"In mathematical statistics, the Kullback–Leibler divergence, D KL(also called relative entropy), is a measure of how one probability distribution is different from a second, reference probability distribution.","In mathematical statistics, the Kullback–Leibler divergence, D KL (also called relative entropy), is a measure of how one probability distribution is different from a second, reference probability distribution.",0
Sting (musician),2021-10-01T08:07:20Z,2021-10-31T22:09:44Z,"Sting is an English musician and actor who has won 17 Grammy Awards, three Brit Awards, a Golden Globe, an Emmy and four nominations for the Academy Award for Best Original Song.","Sting is an English musician, singer, songwriter and actor who has won 17 Grammy Awards, three Brit Awards, a Golden Globe, an Emmy and four nominations for the Academy Award for Best Original Song.",0
Haaz Sleiman,2021-10-06T19:00:25Z,2021-10-29T21:36:39Z,"Haaz Sleiman (/ˈhɑːz ˈsleɪmən/; Arabic: هاز سليمان; born July 1, 1976) is a Lebanese actor.","Haaz Sleiman (/ˈhɑːz ˈsleɪmən/; Arabic: هاز سليمان; born July 1, 1976) is an Emirati-born Lebanese actor.",0
Tracey Thorn,2021-10-15T23:57:39Z,2021-10-31T10:46:34Z,"Tracey Anne Thorn (born 26 September 1962) is a British singer, songwriter and writer.","Tracey Anne Thorn (born 26 September 1962) is a British singer, songwriter and writer.",0
J Dilla,2021-10-08T09:18:20Z,2021-10-29T21:45:26Z,"James Dewitt Yancey (February 7, 1974 – February 10, 2006), better known by the stage names J Dilla and Jay Dee, was an American record producer and rapper who emerged in the mid-1990s underground hip hop scene in Detroit, Michigan.","James Dewitt Yancey (February 7, 1974 – February 10, 2006), better known by the stage names J Dilla and Jay Dee, was an American record producer and rapper who emerged in the mid-1990s underground hip hop scene in Detroit, Michigan, as one third of the music group Slum Village.",0
Libya,2021-10-01T10:06:54Z,2021-11-01T19:06:08Z,"Libya is a country in the Maghreb region in North Africa bordered by the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad to the south, Niger to the southwest, Algeria to the west and Tunisia to the northwest.","Libya is a country in the Maghreb region in North Africa bordered by the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad to the south, Niger to the southwest, Algeria to the west, Tunisia to the northwest, and maritime borders with Malta and Greece.",0
Alitalia,2021-10-01T17:45:49Z,2021-10-31T16:26:45Z,"Alitalia - Società Aerea Italiana S. p. A. is the flag carrier and largest airline of Italy, operating a fleet of Airbus A319, Airbus A320, Airbus A321, Airbus A330-200, and Boeing 777-200ER aircraft to over 34 scheduled domestic, European and intercontinental destinations.",Alitalia - Società Aerea Italiana S. p. A. was an airline which was once the flag carrier and largest airline of Italy.,0
Japan,2021-10-01T01:37:34Z,2021-11-01T16:46:15Z,"Japan is an island country in East Asia located in the northwest Pacific Ocean, spanning an archipelago of 6852 islands covering 377,975 square kilometers.","Japan is an island country in East Asia, located in the northwest Pacific Ocean, spanning an archipelago of 6852 islands covering 377,975 square kilometers.",0
Bring radical,2021-10-05T11:18:08Z,2021-10-16T12:12:26Z,"In algebra, the Bring radical or ultraradical of a real number a is the unique real root of the polynomial","In algebra, the Bring radical or ultraradical of a real number a is the unique real root of the polynomial",0
Fabio Tuiach,2021-10-10T01:04:28Z,2021-10-10T07:34:37Z,"Fabio Tuiach (born 4 Juin, 1980) is an Italian boxer who competes in the Heavyweight division.",Fabio Tuiach (born 4 June 1980) is an Italian professional boxer and former kickboxer.,0
