title,timestamp_first,timestamp_end,def_first,def_end,label,comment
Jakub Miśkowiak,2021-09-11T17:57:27Z,2021-09-11T20:43:45Z,Jakub Miśkowiak (born on 3 August 2001) is an international speedway rider from Poland.,Jakub Miśkowiak (born on 3 August 2001) is an international speedway rider from Poland.,0,
Melittomma pervagum,2021-09-08T00:31:40Z,2021-09-08T00:34:18Z,Melittomma pervagum' is a species of beetle in the family Lymexylidae.,"Melittomma pervagum is a species of beetle in the family Lymexylidae, described by Arthur Sidney Olliff in 1889 and known from Australia and Lord Howe Island.",1,
OBS! (magazine),2021-09-18T13:54:21Z,2021-09-18T14:11:29Z,OBS! was a Swedish-language biweekly conservative business and cultural magazine which also contained a significant political content.,OBS! was a Swedish-language biweekly conservative business and cultural magazine which also contained a significant political content.,0,
Mikis Theodorakis,2021-09-02T06:55:25Z,2021-09-30T03:30:22Z,"Michail ""Mikis"" Theodorakis was a Greek composer and lyricist who has contributed to contemporary Greek music with over 1000 works.","Michail ""Mikis"" Theodorakis (Greek: Μιχαήλ ""Μίκης"" Θεοδωράκης ; 29 July 1925 – 2 September 2021) was a Greek composer and lyricist credited with over 1,000 works.",0,
La Palma,2021-09-18T20:45:14Z,2021-10-01T13:07:33Z,"La Palma (Spanish pronunciation: ), also San Miguel de La Palma, is the most north-westerly island of the Canary Islands, Spain.","La Palma is the most north-westerly island of the Canary Islands, Spain, with an area of 708 square kilometres (273 sq mi) and a total population at the end of 2020 of 85,840.",1,
Thomas Kutschaty,2021-09-27T13:37:34Z,2021-09-29T07:28:23Z,Thomas Kutschaty is a German politician and member of the Social Democratic Party (SPD) who is currently serving as leader of the SPD in North Rhine-Westphalia since 2021.,Thomas Kutschaty is a German politician and a member of the Social Democratic Party (SPD) who is currently serving as leader of the SPD in North Rhine-Westphalia since 2021.,0,
Takeo Miki,2021-09-13T23:56:07Z,2021-09-25T11:07:23Z,Takeo Miki was a Japanese politician who served as Prime Minister of Japan from 1974 until 1976.,"Takeo Miki (三木 武夫, Miki Takeo, 17 March 1907 – 14 November 1988) was a Japanese politician who served as Prime Minister of Japan from 1974 until 1976.",0,
Amrullah Saleh,2021-09-01T05:50:40Z,2021-09-26T10:37:59Z,Amrullah Saleh (Dari: امرالله صالح; born 15 October 1972) is an Afghan politician who has claimed the office of acting president of Afghanistan since 17 August 2021.,"Amrullah Saleh is an Afghan politician who has claimed presidential powers and duties, as acting president of Afghanistan since 17 August 2021.",0,
Werner Grübmeyer,2021-09-19T19:13:10Z,2021-10-01T18:20:38Z,"Werner Grübmeyer was a German politician who was a member of the CDU and was involved in state and local politics, handicapped sports and nature conservation.","Werner Grübmeyer was a German politician and a member of the Christian Democratic Union (CDU) who was involved in state and local politics, parasports, and nature conservation.",0,
Oto Kanno,2021-09-17T16:00:12Z,2021-09-18T15:04:17Z,Oto Kanno is a Japanese professional footballer who plays as a midfielder for WE League club Tokyo Verdy Beleza.,Oto Kanno is a Japanese professional footballer who plays as a midfielder for WE League club Tokyo Verdy Beleza.,0,
Jordi Rebellón,2021-09-08T16:52:58Z,2021-09-16T14:34:13Z,"Jordi Rebellón López (15 February 1957 – 8 September 2021) was a Spanish actor, best known for his performance as the Dr. Vilches in Hospital Central.","Jordi Rebellón López was a Spanish television, cinema and stage actor known for his role as Rodolfo Vilches in popular television series Hospital Central.",0,
Anne Wyllie,2021-09-12T06:02:35Z,2021-09-22T21:17:06Z,Anne L. Wyllie is a New Zealand virologist,Anne Louise Wyllie is a New Zealand microbiologist who has worked on community studies to better understand pneumococcal disease.,1,
Gloria Banfield,2021-09-25T19:15:02Z,2021-10-01T17:55:28Z,Gloria Payne Banfield is a Grenada politician and diplomat currently serving as Grenada Permanent Representative to the United Nations.,Gloria Payne Banfield is a Grenada politician and diplomat currently serving as Grenada Permanent Representative to the United Nations.,0,
Israel Kamakawiwoʻole,2021-09-01T04:50:45Z,2021-10-01T02:55:34Z,"Israel Kaʻanoʻi Kamakawiwoʻole (Hawaiian pronunciation: ; meaning 'the fearless eye, the bold face'; May 20, 1959 – June 26, 1997), also called Bruddah IZ or just simply IZ, was a Hawaiian musician, singer, songwriter and Hawaiian sovereignty activist.","Israel Kaʻanoʻi Kamakawiwoʻole was a Hawaiian musician, singer, songwriter and Hawaiian sovereignty activist who achieved commercial success outside Hawaii when his album Facing Future was released in 1993.",0,
Liolaemus balagueri,2021-09-21T14:51:38Z,2021-09-21T18:45:24Z,"Liolaemus balagueri is a species of lizard in the family Liolaemidae, native to Peru.","Liolaemus balagueri is a species of lizard in the family Liolaemidae, native to Peru.",0,
Jesus,2021-09-01T02:17:47Z,2021-09-29T15:48:01Z,"Jesus (Greek: Ἰησοῦς, romanized: Iēsoûs, likely from Hebrew/Aramaic: יֵשׁוּעַ, romanized: Yēšūaʿ; c. 4 BC – AD 30/33) was a first-century Jewish preacher and religious leader, and the central figure of Christianity, the world's largest religion.","Jesus (Greek: Ἰησοῦς, romanized: Iēsoûs, likely from Hebrew/Aramaic: יֵשׁוּעַ, romanized: Yēšūaʿ; c. 4 BC – AD 30/33) was a first-century Jewish preacher and religious leader and the central figure of Christianity, the world's largest religion.",0,
Laurel Collins,2021-09-26T22:20:34Z,2021-09-29T16:22:58Z,"Laurel Collins MP (born May 7, 1984) is a Canadian politician who was elected to represent the riding of Victoria in the House of Commons of Canada in the 2019 Canadian federal election.","Laurel Collins MP (born May 7, 1984) is a Canadian politician who was elected to represent the riding of Victoria in the House of Commons of Canada in the 2019 Canadian federal election.",0,
Jeff Sonhouse,2021-09-03T15:35:58Z,2021-09-25T02:08:15Z,Jeff Sonhouse (born 1968) is an African American painter.,Jeff Sonhouse is an African American painter known for his mixed media portraiture dealing with Black identity.,1,
Chínipas River,2021-09-12T21:47:13Z,2021-09-12T22:31:18Z,"The Chinipas is a large river of Mexico that arises deep in the Sierra Madre Occidental in the state of Chihuahua, and then flows through long rugged canyon systems into the state of Sinaloa until it finally joins the main trunk of the Fuerte River in the western foothills of the Sierra Madre Occidental.",The Chinipas is a river of northwestern Mexico that arises deep in the Sierra Madre Occidental in the state of Chihuahua and flows through long rugged canyon systems into the state of Sinaloa until it joins the main trunk of the Fuerte River in the western foothills of the Sierra Madre Occidental.,0,
Drvar,2021-09-12T20:24:11Z,2021-09-13T02:16:35Z,"Drvar (Serbian Cyrillic: Дрвар, pronounced ) is a town and municipality located in Canton 10 of the Federation of Bosnia and Herzegovina, an entity of Bosnia and Herzegovina.","Drvar (Serbian Cyrillic: Дрвар, pronounced ) is a town and municipality located in Canton 10 of the Federation of Bosnia and Herzegovina, an entity of Bosnia and Herzegovina.",0,
New Year,2021-09-09T13:39:10Z,2021-09-18T09:44:13Z,New Year is the time or day at which a new calendar year begins and the calendar's year count increments by one.,New Year is the time or day at which a new calendar year begins and the calendar's year count increments by one.,0,
Great Loop,2021-09-20T23:53:30Z,2021-09-21T01:08:23Z,"The Great Loop is a system of waterways that encompasses the eastern portion of the United States and part of Canada, made up of both natural and man-made waterways, including the Atlantic and Gulf Intracoastal Waterways, the Great Lakes, the Rideau Canal, and the Mississippi and Tennessee-Tombigbee Waterway, stretching about 6,000 miles (9,700 km).","The Great Loop is a system of waterways that encompasses the eastern portion of the United States and part of Canada, made up of both natural and man-made waterways, including the Atlantic and Gulf Intracoastal Waterways, the Great Lakes, the Rideau Canal, and the Mississippi and Tennessee-Tombigbee Waterway, stretching about 6,000 miles (9,700 km).",0,
Jan Hecker,2021-09-06T08:33:41Z,2021-09-28T19:33:34Z,Jan Hecker was a German diplomat.,Jan Hecker (15 February 1967 – 5 September 2021) was a German lawyer and diplomat.,0,
Pat Maginnis,2021-09-02T04:27:35Z,2021-09-15T19:53:34Z,"Patricia Theresa ""Pat"" Maginnis (June 12, 1928-August 30, 2021) is considered the first abortion rights activist in American history.","Patricia Theresa ""Pat"" Maginnis was considered the first abortion rights activist in American history and was part of the ""Army of Three"" which founded the Society for Humane Abortion, as well as a political cartoonist, painter, and peace activist.",0,
Kokona Iwasaki,2021-09-25T12:11:24Z,2021-09-25T12:11:59Z,Kokona Iwasaki is a Japanese professional footballer who plays as a midfielder for WE League club Tokyo Verdy Beleza.,Kokona Iwasaki is a Japanese professional footballer who plays as a midfielder for WE League club Tokyo Verdy Beleza.,0,
Marxism–Leninism,2021-09-01T03:45:38Z,2021-09-29T14:39:02Z,Marxism–Leninism is a communist ideology and was the main communist movement throughout the 20th century.,Marxism–Leninism is a communist ideology and was the main communist movement throughout the 20th century.,0,
James Bradshaw Adamson,2021-09-04T21:32:15Z,2021-09-21T17:34:17Z,"Major General James Bradshaw Adamson was a graduate of West Point, the United States Military Academy, with a B. S. degree in military science and engineering in 1944, and also earned a master's degree in business administration from the University of Miami in 1959.",James Bradshaw Adamson was a major general in the United States Army.,0,
Cyndi Lauper,2021-09-07T21:32:12Z,2021-09-28T14:04:46Z,"Cynthia Ann Stephanie Lauper (born June 22, 1953) is an American singer, songwriter, actress and activist.","Cynthia Ann Stephanie Lauper Thornton (born June 22, 1953) is an American singer, songwriter, actress and activist.",0,
Gregor Wenning,2021-09-01T14:12:54Z,2021-09-07T13:24:34Z,"Gregor Karl Wenning is a German neurologist best known for his clinical and scientific work in Parkinson's disease and atypical Parkinsonian disorders, particularly multiple system atrophy (MSA).","Gregor Karl Wenning is a German neurologist best known for his clinical and scientific work in Parkinson's disease and atypical Parkinsonian disorders, particularly multiple system atrophy (MSA).",0,
The Elder Sister-like One,2021-09-05T04:24:07Z,2021-09-30T11:22:11Z,"The Elder Sister-like One is a Japanese manga series by Pochi Iida, based on the adult dōjin by the same name and author.","The Elder Sister-like One (Japanese: 姉なるもの, Hepburn: Ane Naru Mono) is a Japanese manga series by Pochi Iida, based on the adult dōjin by the same name and author.",0,
Camora (footballer),2021-09-02T21:15:15Z,2021-09-28T21:23:34Z,Mário Camora is a professional footballer who plays for and captains Romanian club CFR Cluj as a left back.,Mário Camora or simply Camora is a professional footballer who plays for and captains Romanian club CFR Cluj as a left back.,0,
Mills College at Northeastern University,2021-09-15T07:46:55Z,2021-09-25T15:49:04Z,"Mills College is a private women's liberal arts college in Oakland, California.","Mills College is a private women's liberal arts college in Oakland, California which was founded as the Young Ladies Seminary in 1852 in Benicia, California and relocated to Oakland in 1871, being the first women's college west of the Rockies.",1,
Melbourne Convention and Exhibition Centre,2021-09-30T02:27:02Z,2021-09-30T02:41:31Z,"Melbourne Convention and Exhibition Centre is a group of three adjacent buildings next to the Yarra River in South Wharf, an inner-city suburb of Melbourne, Victoria, Australia, which is owned and operated by the Melbourne Convention and Exhibition Trust and is the largest convention and exhibition venue in Australia and one of the largest spaces in the southern hemisphere.","The Melbourne Convention and Exhibition Centre is a group of three adjacent buildings next to the Yarra River in South Wharf, an inner-city suburb of Melbourne, Victoria, Australia, owned and operated by the Melbourne Convention and Exhibition Trust, which regained the status as being the largest convention and exhibition venue in Australia and one of the largest spaces in the southern hemisphere following the opening of its expansion in 2018.",0,
