title,timestamp_first,timestamp_end,def_first,def_last,label
Aviv Alush,2021-11-23T07:00:58Z,2021-11-23T07:06:37Z," Avraham Aviv Alush (Hebrew: אברהם אביב אלוש; born (1982-06-12)12 June 1982) is an Israeli actor, musician, model, and television host."," Avraham Aviv Alush (Hebrew: אברהם אביב אלוש; born (1982-06-12)12 June 1982) is an Israeli actor, musician, model, and television host.",0
Giorgio L. Mondino,2021-11-29T10:23:57Z,2021-11-29T11:30:10Z,Giorgio Mondino (7 September 1941 in Domodossola - 23 January 2021 in Turin) was an Italian politician.,Giorgio Mondino (7 September 1941 in Domodossola - 23 January 2021 in Turin) was an Italian politician.,0
Hierodoris s-fractum,2021-11-14T03:18:30Z,2021-11-14T04:19:57Z,Hierodoris s-fractum is a moth of the family Oecophoridae.,Hierodoris s-fractum is a moth of the family Oecophoridae.,0
Jamule,2021-11-13T17:03:07Z,2021-11-24T20:10:35Z," Jamal Manuel Issa Serrano (Arabic: جمال مانويل عيسى سيرانو; born 22 November 1996), known professionally as Jamule, is a German rapper of Spanish and Lebanese descent from Essen."," Jamal Manuel Issa Serrano (Arabic: جمال مانويل عيسى سيرانو; born 22 November 1996), known professionally as Jamule, is a German rapper of Spanish and Lebanese descent from Essen.",0
Intuit,2021-11-04T21:23:51Z,2021-11-30T15:56:27Z,Intuit Inc. is an American business that specializes in financial software.,Intuit Inc. is an American business that specializes in financial software.,0
Verkhovna Rada,2021-11-05T12:40:20Z,2021-12-01T06:23:32Z,"The Verkhovna Rada of Ukraine (Ukrainian: Верхо́вна Ра́да Украї́ни, romanized: Verkhovna Rada Ukrayiny, lit. 'Supreme Council of Ukraine', Ukrainian abbreviation ВРУ), often simply Verkhovna Rada or just Rada, is the unicameral parliament of Ukraine.","The Verkhovna Rada of Ukraine (Ukrainian: Верхо́вна Ра́да Украї́ни, romanized: Verkhovna Rada Ukrayiny, lit. 'Supreme Council of Ukraine', Ukrainian abbreviation ВРУ), often simply Verkhovna Rada or just Rada, is the unicameral parliament of Ukraine.",0
Wolverine (character),2021-11-06T18:24:29Z,2021-11-27T16:53:15Z," Wolverine (birth name: James Howlett; alias: Logan and Weapon X) is a fictional character appearing in American comic books published by Marvel Comics, mostly in association with the X-Men."," Wolverine (birth name: James Howlett; alias: Logan and Weapon X) is a fictional character appearing in American comic books published by Marvel Comics, mostly in association with the X-Men.",0
Alison Phipps (sociologist),2021-11-08T21:04:51Z,2021-11-27T17:16:25Z," Alison Phipps is a British political sociologist, who is a professor of sociology at Newcastle University's School of Geography, Politics and Sociology."," Alison Phipps is a British political sociologist, gender studies scholar and feminist theorist, who is a professor of sociology at Newcastle University's School of Geography, Politics and Sociology.",0
Kamen Rider Agito,2021-11-02T02:05:04Z,2021-11-21T18:50:19Z," Kamen Rider Agito (仮面ライダーアギト, Kamen Raidā Agito, Masked Rider ΑGITΩ), is the eleventh installment in the popular Kamen Rider tokusatsu franchise."," Kamen Rider Agito (仮面ライダーアギト, Kamen Raidā Agito, Masked Rider ΑGITΩ), is the eleventh installment in the popular Kamen Rider tokusatsu franchise.",0
Emilia Schneider,2021-11-30T16:40:47Z,2021-11-30T16:49:07Z," Emilia Schneider is a Chilean feminist, activist, and politician."," Emilia Schneider is a Chilean feminist, activist, and politician.",0
The Sitcom Trials,2021-11-29T10:05:41Z,2021-11-29T10:13:59Z," The Sitcom Trials is a stage and TV show devised, produced, and presented by Kev F. Sutherland."," The Sitcom Trials is a stage and TV show devised, produced, and presented by Kev F. Sutherland.",0
Measure for Measure,2021-11-03T04:22:06Z,2021-11-17T14:30:03Z," Measure for Measure is a play by William Shakespeare, probably written in 1603 or 1604 and first performed in 1604, according to available records."," Measure for Measure is a play by William Shakespeare, probably written in 1603 or 1604 and first performed in 1604, according to available records.",0
Hierodoris pachystegiae,2021-11-14T01:50:20Z,2021-11-15T02:28:54Z,Hierodoris pachystegiae is a moth of the family Oecophoridae.,Hierodoris pachystegiae is a moth of the family Oecophoridae.,0
Shakhram Akhadov,2021-11-08T09:19:36Z,2021-11-08T20:59:24Z,Shakhram Akhadov (born 21 September 1996) is an Uzbek judoka.,Shakhram Akhadov (born 21 September 1996) is an Uzbekistani judoka.,0
Halloween Kills,2021-11-01T04:20:35Z,2021-12-01T18:44:53Z," Halloween Kills is a 2021 American slasher film directed by David Gordon Green and written by Green, Danny McBride, and Scott Teems."," Halloween Kills is a 2021 American slasher film directed by David Gordon Green and written by Green, Danny McBride, and Scott Teems.",0
Norodom Ranariddh,2021-11-23T14:56:53Z,2021-12-01T14:51:23Z,Norodom Ranariddh (Khmer: នរោត្តម រណឫទ្ធិ; born 2 January 1944) is a Cambodian politician and law academic.,Norodom Ranariddh (Khmer: នរោត្តម រណឫទ្ធិ; 2 January 1944 – 28 November 2021) was a Cambodian politician and law academic.,1
Lia McHugh,2021-11-03T00:16:30Z,2021-11-27T23:33:56Z,Lia Ryan McHugh is an American actress.,Lia Ryan McHugh (born 2005) is an American actress.,0
Catherine of Alexandria,2021-11-03T17:08:22Z,2021-12-01T17:44:44Z,"Catherine of Alexandria, or Katherine of Alexandria, also known as Saint Catherine of Alexandria, Saint Catherine of the Wheel and The Great Martyr Saint Catherine (Coptic: Ϯⲁⲅⲓⲁ Ⲕⲁⲧⲧⲣⲓⲛ; Greek: ἡ Ἁγία Αἰκατερίνη ἡ Μεγαλομάρτυς ""Holy Catherine the Great Martyr""; Arabic: سانت كاترين; Latin: Catharina Alexandrina), is, according to tradition, a Christian saint and virgin, who was martyred in the early 4th century at the hands of the emperor Maxentius.","Catherine of Alexandria, or Katherine of Alexandria, also known as Saint Catherine of Alexandria, Saint Catherine of the Wheel and The Great Martyr Saint Catherine (Coptic: Ϯⲁⲅⲓⲁ Ⲕⲁⲧⲧⲣⲓⲛ; Greek: ἡ Ἁγία Αἰκατερίνη ἡ Μεγαλομάρτυς ""Holy Catherine the Great Martyr""; Arabic: سانت كاترين; Latin: Catharina Alexandrina), is, according to tradition, a Christian saint and virgin, who was martyred in the early 4th century at the hands of the emperor Maxentius.",0
Martina Clavadetscher,2021-11-10T12:42:46Z,2021-11-16T18:32:03Z,"Martina Clavadetscher born 1979, Zug, Switzerland). is a Swiss playwright and book author.","Martina Clavadetscher (born 1979, Zug, Switzerland). is a Swiss playwright and book author.",0
Mike Pudlick,2021-11-25T15:08:37Z,2021-11-27T15:51:00Z,Michael Pudlick is an American former ice hockey defenseman who was an All-American for St. Cloud State.,Michael Pudlick is an American former ice hockey defenseman who was an All-American for St. Cloud State.,0
Gedeone Malagola,2021-11-05T16:18:18Z,2021-11-22T23:57:48Z," Gedeone Malagola (São Paulo, July 7th, 1924 - Jundiaí, September 15th, 2008) was a Brazilian comics artist and editor."," Gedeone Malagola (São Paulo, July 7th, 1924 - Jundiaí, September 15th, 2008) was a Brazilian comics artist and editor.",0
Walid Badir,2021-11-03T23:46:01Z,2021-11-23T21:43:10Z," Walid Badir (Arabic: وليد بدير, Hebrew: ואליד באדיר; born March 12, 1974) is a retired Arab-Israeli football player, who played as a midfielder."," Walid Badir (Arabic: وليد بدير, Hebrew: ואליד באדיר; born March 12, 1974) is a retired Arab-Israeli football player, who played as a midfielder.",0
Peter V. Deuster,2021-11-07T18:50:25Z,2021-11-23T03:41:19Z," Peter Victor Deuster (February 13, 1831 – December 31, 1904) was a German American immigrant, newspaperman, diplomat, and Democratic politician."," Peter Victor Deuster (February 13, 1831 – December 31, 1904) was a German American immigrant, newspaperman, diplomat, and Democratic politician.",0
Dorothy Dunckley,2021-11-23T00:51:28Z,2021-11-23T03:50:43Z," Dorothy Harriette Dunckley (27 February 1890 – 7 March 1972) was an Australian make-up artist, actress and writer."," Dorothy Harriette Dunckley (27 February 1890 – 7 March 1972) was an Australian make-up artist, actress and writer.",0
Jong Batak Bond,2021-11-11T17:01:01Z,2021-11-12T03:08:57Z," Jong Batak Bond (Dutch for ""young Batak association""), sometimes simply called Jong Batak, was a short-lived but influential Batak intellectual organization founded in Batavia, Dutch East Indies (today Jakarta) in December 1925."," Jong Batak Bond (Dutch for ""young Batak association""), sometimes simply called Jong Batak, was a short-lived but influential Batak intellectual organization founded in Batavia, Dutch East Indies (today Jakarta) in December 1925.",0
Taos Air,2021-11-30T07:02:52Z,2021-12-01T18:35:58Z," Taos Air is a virtual airline that operates seasonal scheduled public air charter service between Taos Regional Airport in Taos, New Mexico and several airports in California and Texas."," Taos Air is a virtual airline that operates seasonal scheduled public air charter service between Taos Regional Airport in Taos, New Mexico and several airports in California and Texas.",0
Idol Producer,2021-11-01T18:52:32Z,2021-11-12T02:07:40Z," Idol Producer (simplified Chinese: 偶像练习生; traditional Chinese: 偶像練習生; pinyin: Ǒuxiàng Liànxíshēng), is a 2018 Chinese reality boy group survival show, which premiered on January 19, 2018 on iQIYI."," Idol Producer (simplified Chinese: 偶像练习生; traditional Chinese: 偶像練習生; pinyin: Ǒuxiàng Liànxíshēng), is a 2018 Chinese reality boy group survival show, which premiered on January 19, 2018 on iQIYI.",0
Fujian,2021-11-04T16:37:50Z,2021-11-29T22:29:05Z,Fujian /ˌfuːdʒiˈæn/ (福建; alternately romanized as Fukien or Hokkien) is a province on the southeastern coast of China.,Fujian /ˌfuːdʒiˈæn/ (福建; alternately romanized as Fukien or Hokkien) is a province on the southeastern coast of China.,0
Catherine Tizard,2021-11-01T05:26:56Z,2021-11-08T04:54:59Z," Dame Catherine Anne Tizard, ONZ, GCMG, GCVO, DBE, QSO, DStJ (née Maclean; 4 April 1931 – 31 October 2021) was a New Zealand politician who served as Mayor of Auckland City from 1983 to 1990, and the 16th governor-general of New Zealand from 1990 to 1996."," Dame Catherine Anne Tizard, ONZ, GCMG, GCVO, DBE, QSO, DStJ (née Maclean; 4 April 1931 – 31 October 2021) was a New Zealand politician who served as Mayor of Auckland City from 1983 to 1990, and the 16th governor-general of New Zealand from 1990 to 1996.",0
The Curious Incident of the Dog in the Night-Time,2021-11-17T15:37:28Z,2021-12-01T03:11:03Z,The Curious Incident of the Dog in the Night-Time is a 2003 mystery novel by British writer Mark Haddon.,The Curious Incident of the Dog in the Night-Time is a 2003 mystery novel by British writer Mark Haddon.,0
Naraka Chaturdashi,2021-11-03T06:08:37Z,2021-11-27T03:45:15Z," Naraka Chaturdashi (also known as Kali Chaudas, Narak Chaudas, Roop Chaudas, Choti Diwali , Naraka Nivaran Chaturdashi or Bhoot Chaturdashi) is a Hindu festival, which falls on Chaturdashi (14th day) of the Krishna Paksha in the Shalivahan Shaka Hindu calendar month of Ashwin.","Narak Chaturdashi (also known as Kali Chaudas, Narak Chaudas, Roop Chaudas, Choti Diwali , Narak Nivaran Chaturdashi or Bhoot Chaturdashi) is a Hindu festival, which falls on Chaturdashi (14th day) of the Krishna Paksha in the Shalivahan Shak Hindu calendar month of Kartik.",1
Tsar Bomba,2021-11-04T04:48:45Z,2021-12-01T14:31:52Z,"The Tsar Bomba (Russian: Царь-бо́мба), (code name: Ivan or Vanya), also known by the alphanumerical designation AN602, was a hydrogen aerial bomb, and the most powerful nuclear weapon ever created and tested.","The Tsar Bomba (Russian: Царь-бо́мба), (code name: Ivan or Vanya), also known by the alphanumerical designation AN602, was a hydrogen aerial bomb, and the most powerful nuclear weapon ever created and tested.",0
Channel Seven Perth Telethon,2021-11-06T00:57:12Z,2021-11-25T04:38:00Z," The Channel Seven Perth Telethon, regionally known simply as Telethon, is an annual telethon established in 1968 by philanthropist Sir James Cruthers and Brian Treasure, and produced by TVW, a Seven Network-owned television station in Perth, Western Australia."," The Channel Seven Perth Telethon, regionally known simply as Telethon, is an annual telethon established in 1968 by philanthropist Sir James Cruthers and Brian Treasure, and produced by TVW, a Seven Network-owned television station in Perth, Western Australia.",0
Ron Unz,2021-11-09T18:42:01Z,2021-12-01T20:54:54Z," Ron Keeva Unz (born September 20, 1961) is the editor-in-chief and publisher of The Unz Review, a website that promotes antisemitism, Holocaust denial, conspiracy theories, and white supremacist material."," Ronald Keeva Unz (/ənz/; born September 20, 1961) is an American technology entrepreneur, political activist, writer, and publisher.",1
Inveraray Bell Tower,2021-11-08T08:07:24Z,2021-11-28T16:45:54Z," The Duke's Tower, more commonly known as Inveraray Bell Tower, is the detached bell tower of All Saints' Church, Inveraray, Argyll and Bute, Scotland."," The Duke's Tower, also known as Inveraray Bell Tower, is the detached bell tower of All Saints' Church, Inveraray, Argyll and Bute, Scotland.",0
